2.323479793086289291e+01,-9.409888071093952533e+01,1.885689455813658100e+01
1.269084848930189757e+01,-9.057011744166928224e+01,2.405099948354376238e+01
6.814488747775334865e+00,-9.447276955881646643e+01,2.059687400388456169e+01
-5.690253213652894715e+00,-7.573529034298276486e+01,4.082594924799835212e+01
-1.006194609647872795e+02,-6.889836085488043160e+00,-1.037318810234281443e+02
4.763886356968194957e-01,-1.144872154422888428e+02,3.592969699640730852e+01
1.179590822332571598e+01,-9.279092034893065488e+01,1.973348211852052003e+01
1.252218052780747541e+02,9.359778248032357695e+00,-1.167311551414213113e+02
4.707574365856277865e+00,-9.303099589550851078e+01,1.081437599642631930e+01
1.839555222151572877e+01,-9.536938525529586741e+01,2.979683965048009497e+01
-1.125298704798410512e+02,-2.700801160681124813e+01,-1.188664362776040377e+02
-3.362881608046856741e+01,-9.344056699712923830e+01,-4.325052933008658584e+01
