1.785850700000000124e-01,-7.232537700000000180e-01,1.449360500000000107e-01,6.511565900000000351e-01
-9.859959999999999558e-02,7.036706299999999636e-01,-1.868605499999999864e-01,-6.783869799999999728e-01
5.262527000000000177e-02,-7.295712399999999542e-01,1.590605099999999883e-01,6.630657199999999696e-01
4.510171999999999792e-02,6.002882000000000495e-01,-3.235920199999999802e-01,-7.300055600000000533e-01
-6.626898399999999745e-01,-4.537714999999999804e-02,-6.831885500000000055e-01,3.033751900000000168e-01
3.438109999999999864e-03,-8.262574099999999699e-01,2.593056200000000144e-01,5.000474700000000494e-01
9.140731000000000550e-02,-7.190432700000000121e-01,1.529161199999999887e-01,6.717426100000000178e-01
-7.283463399999999810e-01,-5.444067999999999824e-02,6.789608999999999783e-01,-7.456477999999999717e-02
-3.664714000000000166e-02,7.242200899999999830e-01,-8.418686999999999698e-02,-6.834287199999999896e-01
1.403122199999999875e-01,-7.274307399999999646e-01,2.272756300000000063e-01,6.320623300000000055e-01
6.731828699999999888e-01,1.615689299999999995e-01,7.110898500000000233e-01,-1.227661500000000044e-01
2.516764100000000171e-01,6.993046200000000434e-01,3.236848399999999737e-01,-5.855426099999999634e-01
